id,rate_avg_kg_hr,rate_detected_kg_hr,plume_count,timestamp_min,timestamp_max,latitude,longitude,nearest_well_api,nearest_well_operator,operator_number,distance_to_nearest_well_km,total_wells_within_500m,operator_wells_within_500m,confidence_score,purchaser_names
CH4_1B2_250m_-103.16294_31.39963?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,132.26327027224548,264.53,2,2025-03-07,2025-04-16,31.39963,-103.16294,475-38528,DIAMONDBACK E&P LLC,217012,0.46,4,4,64.7,[101063] KINETIK HOLDINGS LP
CH4_1B2_250m_-103.26445_31.50698?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,125.85592144928788,503.42,1,2025-04-16,2025-04-16,31.50698,-103.26445,475-36203,APACHE CORPORATION,27200,0.05,5,5,93.6,[836037] TARGA MIDSTREAM SERVICES LLC
CH4_1B2_250m_-103.19378_31.66647?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,103.9311490528194,311.79,1,2025-04-16,2025-04-16,31.66647,-103.19378,495-32460,"JETTA OPERATING COMPANY, INC.",432283,0.3,1,1,78.9,"[18932] AMERICAN PROCESSING, L.P.; [252017] ENERGY TRANSFER COMPANY"
CH4_1B2_250m_-103.13728_31.45269?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,100.00334251997505,400.01,1,2025-04-16,2025-04-16,31.45269,-103.13728,475-37481,"CONTINENTAL RESOURCES, INC.",173777,0.17,5,5,85.3,[836046] TARGA MIDLAND LLC
CH4_1B2_250m_-103.30894_31.43911?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,98.1251730206324,196.25,1,2025-04-16,2025-04-16,31.43911,-103.30894,475-38129,DIAMONDBACK E&P LLC,217012,0.18,5,4,74.4,"[89903] BRAZOS MIDSTREAM OPERATING, LLC"
CH4_1B2_250m_-103.12770_31.44227?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,83.17779044121947,332.71,1,2025-04-16,2025-04-16,31.44227,-103.1277,475-33616,MW PETROLEUM CORPORATION,597371,0.31,8,1,27.8,[864950] TRANSWESTERN PIPE LINE CO.
CH4_1B2_250m_-103.14322_31.45576?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,21.76747436906112,87.07,1,2025-04-16,2025-04-16,31.45576,-103.14322,475-37017,"CONTINENTAL RESOURCES, INC.",173777,0.17,4,4,85.3,[836046] TARGA MIDLAND LLC; [252017] ENERGY TRANSFER COMPANY
CH4_1B2_250m_-103.23569_31.65840?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,NULL,NULL,1,2025-04-16,2025-04-16,31.6584,-103.23569,495-1878,SAPIENT ENERGY CORP,748289,0.19,2,1,59.0,"[230721] DUKE ENERGY FLD SRVCS ASSETS LLC; [230767] DUKE ENERGY FIELD SERVICES, INC.; [637947] PANENERGY FIELD SERVICES, INC."
CH4_1B2_250m_-98.83220_28.32089?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,1743.5604891376968,1743.56,1,2025-04-14,2025-04-14,28.32089,-98.8322,283-37289,VERDUN OIL & GAS LLC,884566,0.12,1,1,91.3,"[703462] REPSOL OIL & GAS USA, LLC"
CH4_1B2_250m_-98.65811_28.44893?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,1655.302848823817,1655.3,1,2025-04-14,2025-04-14,28.44893,-98.65811,311-33425,"HUGHES, DAN A. COMPANY, L.P.",411736,0.26,6,6,74.5,NULL
CH4_1B2_250m_-98.77818_28.29809?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,646.7177748928602,646.72,1,2025-04-14,2025-04-14,28.29809,-98.77818,311-35571,"KIMMERIDGE TEXAS GAS, LLC",100291,0.21,2,2,82.5,"[286611] FRIO LASALLE PIPELINE, LP; [30818] ARM ENERGY MANAGEMENT LLC; [85349] BP ENERGY CO."
CH4_1B2_250m_-98.83677_28.26792?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,582.7611936887859,582.76,1,2025-04-14,2025-04-14,28.26792,-98.83677,283-34119,"KIMMERIDGE TEXAS GAS, LLC",100291,0.11,1,1,92.3,[85349] BP ENERGY CO.; [30818] ARM ENERGY MANAGEMENT LLC
CH4_1B2_250m_-103.16131_31.23201?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,1198.8389145458116,3596.52,1,2025-04-12,2025-04-12,31.23201,-103.16131,389-39870,"VTX ENERGY OPERATING, LLC",101377,0.38,9,9,66.7,"[100883] ET GATHERING & PROCESSING LLC; [255104] ETC TEXAS P/L, LTD"
CH4_1B2_250m_-102.80209_30.92303?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,435.233395354893,652.85,2,2025-03-28,2025-04-11,30.92303,-102.80209,371-40093,GORDY OIL COMPANY,317150,0.08,5,5,91.5,"[100883] ET GATHERING & PROCESSING LLC; [252017] ENERGY TRANSFER COMPANY; [617468] OASIS PIPELINE, LP"
CH4_1B2_250m_-102.53691_31.93090?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,318.4770059103297,955.43,1,2025-04-11,2025-04-11,31.9309,-102.53691,135-43903,"ARES ENERGY, LTD.",29655,0.14,1,1,90.5,"[195959] DCP OPERATING COMPANY, LP"
CH4_1B2_250m_-102.93295_30.99191?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,300.1894146620594,900.57,1,2025-04-11,2025-04-11,30.99191,-102.93295,371-33099,CLIFFWOOD PRODUCTION CO.,160606,0.18,7,7,80.1,"[212290] DELHI GAS PIPELINE & AFFILIATES; [615910] NUECES CO., THE"
CH4_1B2_250m_-102.66833_31.52186?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,205.76788917545028,617.3,1,2025-04-11,2025-04-11,31.52186,-102.66833,103-36730,"BLACKBEARD OPERATING, LLC",73056,0.11,8,8,85.1,"[836037] TARGA MIDSTREAM SERVICES LLC; [172232] CONOCOPHILLIPS COMPANY; [109339] BURLINGTON RESOURCES TRADING INC; [195959] DCP OPERATING COMPANY, LP; [252017] ENERGY TRANSFER COMPANY; [561134] MERIDIAN OIL TRADING INC.; [250300] EL PASO NATURAL GAS COMPANY"
CH4_1B2_250m_-102.97061_31.11996?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,NULL,NULL,1,2025-04-11,2025-04-11,31.11996,-102.97061,371-36433,SUPERIOR OPERATING COMPANY,830282,0.16,7,1,39.0,NULL
CH4_1B2_250m_-99.64279_28.33141?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,316.83016603439927,633.66,1,2025-04-07,2025-04-07,28.33141,-99.64279,127-38393,"ROSEWOOD RESOURCES, INC.",728874,0.34,4,2,48.3,[841396] TENASKA MARKETING VENTURES; [463345] KINDER MORGAN TEXAS PIPELINE LLC; [85349] BP ENERGY CO.
CH4_1B2_250m_-102.75580_30.87367?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,669.1077097171309,2007.32,1,2025-03-28,2025-03-28,30.87367,-102.7558,371-40125,GORDY OIL COMPANY,317150,0.07,2,2,92.4,"[100883] ET GATHERING & PROCESSING LLC; [617468] OASIS PIPELINE, LP; [252017] ENERGY TRANSFER COMPANY"
CH4_1B2_250m_-102.62887_31.52383?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,250.17295768136805,500.35,1,2025-03-28,2025-03-28,31.52383,-102.62887,103-36922,"BLACKBEARD OPERATING, LLC",73056,0.03,25,25,87.7,"[172232] CONOCOPHILLIPS COMPANY; [109339] BURLINGTON RESOURCES TRADING INC; [195959] DCP OPERATING COMPANY, LP; [836037] TARGA MIDSTREAM SERVICES LLC; [561134] MERIDIAN OIL TRADING INC.; [250300] EL PASO NATURAL GAS COMPANY; [252017] ENERGY TRANSFER COMPANY"
CH4_1B2_250m_-103.77042_31.62084?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,1812.7473335160764,1812.75,1,2025-03-23,2025-03-23,31.62084,-103.77042,389-35269,TRP OPERATING LLC,872117,0.05,5,4,83.3,[252017] ENERGY TRANSFER COMPANY
CH4_1B2_250m_-104.07769_31.99603?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,1541.1205242438143,3082.24,1,2025-03-23,2025-03-23,31.99603,-104.07769,109-33815,ENERGY TRANSFER COMPANY,252017,0.19,2,1,58.9,NULL
CH4_1B2_250m_-103.67767_31.95426?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,663.5824413842487,1327.16,1,2025-03-23,2025-03-23,31.95426,-103.67767,301-33794,"LRR PECOS VALLEY, LLC",511724,0.18,10,9,75.4,"[255102] ETC GAS COMPANY, LTD.; [211538] DELAWARE G&P LLC; [252017] ENERGY TRANSFER COMPANY; [297136] GATEWAY GATHERING & MKTG. CO."
CH4_1B2_250m_-102.73750_31.90599?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,1539.1191324796484,3078.24,1,2025-03-21,2025-03-21,31.90599,-102.7375,135-35677,FORMENTERA OPERATIONS LLC,276959,0.3,7,4,50.3,"[773840] SHELL OIL COMPANY; [319471] GPM GAS CORPORATION; [319468] GPM GAS COMPANY, LLC; [774720] SHELL WESTERN E&P INC.; [195918] DCP MIDSTREAM, LP; [230719] DUKE ENERGY FIELD SERVICES, LP; [195959] DCP OPERATING COMPANY, LP"
CH4_1B2_250m_-102.54117_32.43739?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,443.62376921647274,887.25,1,2025-03-21,2025-03-21,32.43739,-102.54117,3-47114,HILCORP ENERGY COMPANY,386310,0.15,13,13,79.6,"[663680] PHILLIPS PETROLEUM COMPANY; [195918] DCP MIDSTREAM, LP; [230719] DUKE ENERGY FIELD SERVICES, LP; [195959] DCP OPERATING COMPANY, LP; [319471] GPM GAS CORPORATION; [319468] GPM GAS COMPANY, LLC; [661637] PHILLIPS 66 NATURAL GAS COMPANY"
CH4_1B2_250m_-102.55513_31.89377?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,255.0335971502876,765.1,1,2025-03-21,2025-03-21,31.89377,-102.55513,135-34521,"CONTANGO RESOURCES, LLC",100222,0.49,1,1,65.8,"[230719] DUKE ENERGY FIELD SERVICES, LP; [195959] DCP OPERATING COMPANY, LP; [663680] PHILLIPS PETROLEUM COMPANY; [195918] DCP MIDSTREAM, LP; [319471] GPM GAS CORPORATION; [319468] GPM GAS COMPANY, LLC; [661637] PHILLIPS 66 NATURAL GAS COMPANY"
CH4_1B2_250m_-102.62914_31.72722?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,215.83100640705644,647.49,1,2025-03-21,2025-03-21,31.72722,-102.62914,135-36516,"RING ENERGY, INC.",712382,0.26,10,10,74.9,"[195959] DCP OPERATING COMPANY, LP; [230719] DUKE ENERGY FIELD SERVICES, LP; [663680] PHILLIPS PETROLEUM COMPANY; [195918] DCP MIDSTREAM, LP; [661637] PHILLIPS 66 NATURAL GAS COMPANY; [319471] GPM GAS CORPORATION; [319468] GPM GAS COMPANY, LLC"
CH4_1B2_250m_-102.85392_31.62908?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,203.19829053139276,406.4,1,2025-03-21,2025-03-21,31.62908,-102.85392,475-33764,OCCIDENTAL PERMIAN LTD.,617544,0.12,7,7,84.6,"[698769] REGENCY FIELD SERVICES LLC; [709200] RICHARDSON, SID, GASOLINE CO.; [709220] RICHARDSON, SID ENERGY SERV. CO.; [250300] EL PASO NATURAL GAS COMPANY; [805477] SOUTHERN UNION GAS SERVICES, LTD; [18932] AMERICAN PROCESSING, L.P.; [252017] ENERGY TRANSFER COMPANY"
CH4_1B2_250m_-102.63603_31.97770?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,117.9738586647609,353.92,1,2025-03-21,2025-03-21,31.9777,-102.63603,135-6453,MILTEX OIL COMPANY,569415,0.25,10,1,30.2,"[230719] DUKE ENERGY FIELD SERVICES, LP; [195959] DCP OPERATING COMPANY, LP; [663680] PHILLIPS PETROLEUM COMPANY; [195918] DCP MIDSTREAM, LP; [319471] GPM GAS CORPORATION; [319468] GPM GAS COMPANY, LLC; [661637] PHILLIPS 66 NATURAL GAS COMPANY"
CH4_1B2_250m_-102.63376_31.93090?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,115.61447049225383,346.84,1,2025-03-21,2025-03-21,31.9309,-102.63376,135-922,HILCORP ENERGY COMPANY,386310,0.16,10,10,81.9,"[230719] DUKE ENERGY FIELD SERVICES, LP; [195959] DCP OPERATING COMPANY, LP; [663680] PHILLIPS PETROLEUM COMPANY; [195918] DCP MIDSTREAM, LP; [319471] GPM GAS CORPORATION; [319468] GPM GAS COMPANY, LLC; [661637] PHILLIPS 66 NATURAL GAS COMPANY; [429665] JAMES LAKE MIDSTREAM LLC"
CH4_1B2_250m_-102.65041_31.53743?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,100.78410812229271,302.35,1,2025-03-21,2025-03-21,31.53743,-102.65041,103-32011,"BLACKBEARD OPERATING, LLC",73056,0.01,29,29,89.1,"[897999] WARREN PETROLEUM COMPANY, LP; [237948] DYNEGY MIDSTREAM SERVICES, LP; [836037] TARGA MIDSTREAM SERVICES LLC; [195959] DCP OPERATING COMPANY, LP; [836033] TARGA MIDSTREAM SERVICES LP; [665683] PINNACLE NATURAL GAS COMPANY; [252017] ENERGY TRANSFER COMPANY; [898000] WARREN PETROLEUM COMPANY"
CH4_1B2_250m_-101.19915_31.20977?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,621.1182415185054,1242.24,1,2025-03-19,2025-03-19,31.20977,-101.19915,235-36392,"PERMIAN RESOURCES OPERATING, LLC",100852,0.13,6,6,84.0,"[166221] COGENT MIDSTREAM WESTEX, LLC"
CH4_1B2_250m_-99.59756_28.34402?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,362.5456231885779,362.55,1,2025-03-10,2025-03-10,28.34402,-99.59756,127-37322,MURPHY EXPL. & PROD. CO. - USA,594675,0.25,7,3,47.2,[139683] CASTLETON COMMOD MERCH TRDG L.P.
CH4_1B2_250m_-97.39528_29.20511?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,894.5355129984155,894.54,1,2025-03-08,2025-03-08,29.20511,-97.39528,123-34414,BURLINGTON RESOURCES O & G CO LP,109333,0.1,1,1,92.7,[172232] CONOCOPHILLIPS COMPANY
CH4_1B2_250m_-103.17327_31.34327?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,519.3728717453672,2077.49,1,2025-03-07,2025-03-07,31.34327,-103.17327,389-35859,DIAMONDBACK E&P LLC,217012,0.15,4,4,86.4,"[238465] EAGLECLAW MIDSTREAM VENTURES,LLC"
CH4_1B2_250m_-103.15445_31.66978?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,289.6045209261397,579.21,1,2025-03-07,2025-03-07,31.66978,-103.15445,495-32721,"JETTA OPERATING COMPANY, INC.",432283,0.08,1,1,94.5,"[337106] GRUY PETROLEUM MANAGEMENT CO.; [153429] CIMAREX ENERGY CO. OF COLORADO; [897999] WARREN PETROLEUM COMPANY, LP; [237948] DYNEGY MIDSTREAM SERVICES, LP; [252017] ENERGY TRANSFER COMPANY"
CH4_1B2_250m_-103.21230_31.67905?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,187.4100533112605,374.82,1,2025-03-07,2025-03-07,31.67905,-103.2123,495-32571,"CONTINENTAL RESOURCES, INC.",173777,0.42,3,2,51.1,"[195959] DCP OPERATING COMPANY, LP; [230719] DUKE ENERGY FIELD SERVICES, LP; [195918] DCP MIDSTREAM, LP; [230721] DUKE ENERGY FLD SRVCS ASSETS LLC; [637947] PANENERGY FIELD SERVICES, INC.; [230767] DUKE ENERGY FIELD SERVICES, INC."
CH4_1B2_250m_-103.11050_31.32147?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,130.64906797011386,391.95,1,2025-03-07,2025-03-07,31.32147,-103.1105,389-31279,"JETTA OPERATING COMPANY, INC.",432283,0.19,5,5,83.9,"[898000] WARREN PETROLEUM COMPANY; [89903] BRAZOS MIDSTREAM OPERATING, LLC; [864950] TRANSWESTERN PIPE LINE CO.; [698763] REGENCY GAS SERVICES WAHA, LP; [252017] ENERGY TRANSFER COMPANY; [230700] DUKE ENERGY GATH. & PROC., L.P.; [230719] DUKE ENERGY FIELD SERVICES, LP; [698769] REGENCY FIELD SERVICES LLC; [148113] CHEVRON U. S. A. INC.; [292232] G P II ENERGY, INC."
CH4_1B2_250m_-103.07601_31.27666?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,61.00871953099925,244.03,1,2025-03-07,2025-03-07,31.27666,-103.07601,371-10078,SUN EXPL. & PROD. CO.-MIDLAND,829445,0.53,1,1,65.0,NULL
CH4_1B2_250m_-103.10912_31.27482?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,44.72095252559133,178.88,1,2025-03-07,2025-03-07,31.27482,-103.10912,389-31429,ENTERPRISE PRODUCTS OPERATINGLLC,253368,0.35,1,1,75.4,NULL
CH4_1B2_250m_-99.36708_28.77360?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,262.13123922979116,786.39,1,2025-02-17,2025-02-17,28.7736,-99.36708,163-33489,"TRAILBLAZER ENERGY RESOURCES,LLC",100797,0.1,2,2,89.7,"[125941] CALPINE ENERGY SERVICES, L.P.; [100585] TARGA FRIO LASALLE PIPELINE LP; [100596] TARGA SOUTHTEX MIDSTREAM MARKETI; [252017] ENERGY TRANSFER COMPANY; [100883] ET GATHERING & PROCESSING LLC"
CH4_1B2_250m_-99.34995_28.78067?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,248.63725748932345,372.96,2,2025-02-01,2025-02-17,28.78067,-99.34995,163-33388,"TRAILBLAZER ENERGY RESOURCES,LLC",100797,0.34,1,1,76.4,"[252017] ENERGY TRANSFER COMPANY; [100585] TARGA FRIO LASALLE PIPELINE LP; [100596] TARGA SOUTHTEX MIDSTREAM MARKETI; [125941] CALPINE ENERGY SERVICES, L.P.; [100883] ET GATHERING & PROCESSING LLC"
CH4_1B2_250m_-103.83013_31.94305?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,220.39384594643607,1101.97,1,2025-02-14,2025-02-14,31.94305,-103.83013,301-30899,"WPX ENERGY PERMIAN, LLC",942623,0.37,2,2,71.1,"[211545] DELAWARE NATURAL GAS COMPANY,INC; [709200] RICHARDSON, SID, GASOLINE CO.; [709220] RICHARDSON, SID ENERGY SERV. CO.; [148113] CHEVRON U. S. A. INC.; [509364] LOUIS DREYFUS ENERGY SERVICES LP; [617543] OCCIDENTAL ENERGY MARKETING,INC.; [144535] CHAPARRAL ENERGY, L.L.C.; [172230] CONOCO INC.; [558223] MEDALLION DELAWARE BASIN, LLC; [862786] TOTAL GAS & POWER NA, INC."
CH4_1B2_250m_-103.85706_31.87060?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,NULL,NULL,1,2025-02-14,2025-02-14,31.8706,-103.85706,389-676,SNOW OIL & GAS INC.,798635,0.18,1,1,87.7,NULL
CH4_1B2_250m_-103.70014_31.98178?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,233.06071633854899,699.18,1,2025-01-29,2025-01-29,31.98178,-103.70014,301-35305,"NGL WATER SOLUTIONS PERMIAN, LLC",609265,0.47,1,1,66.9,NULL
CH4_1B2_250m_-103.70916_31.71263?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,215.9697459766065,647.91,1,2025-01-29,2025-01-29,31.71263,-103.70916,389-36769,ANADARKO E&P ONSHORE LLC,20528,0.43,2,2,67.0,[20548] ANADARKO ENERGY SERVICES COMPANY
CH4_1B2_250m_-103.90176_31.77344?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,109.17516175742989,436.7,1,2025-01-29,2025-01-29,31.77344,-103.90176,389-39485,WES WATER HOLDINGS LLC,101366,0.37,1,1,74.3,NULL
CH4_1B2_250m_-103.82832_31.91985?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,37.77440190076622,188.87,1,2025-01-29,2025-01-29,31.91985,-103.82832,301-31152,"WPX ENERGY PERMIAN, LLC",942623,0.46,3,3,65.0,"[172232] CONOCOPHILLIPS COMPANY; [617543] OCCIDENTAL ENERGY MARKETING,INC.; [148113] CHEVRON U. S. A. INC.; [509364] LOUIS DREYFUS ENERGY SERVICES LP; [862786] TOTAL GAS & POWER NA, INC.; [558223] MEDALLION DELAWARE BASIN, LLC; [253368] ENTERPRISE PRODUCTS OPERATINGLLC"
CH4_1B2_250m_-101.83145_32.29345?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,770.94377042499,2312.83,1,2025-01-01,2025-01-01,32.29345,-101.83145,317-35651,SCOUT ENERGY MANAGEMENT LLC,760218,0.09,5,4,80.9,"[945227] WTG GAS PROCESSING, L.P.; [102508] ETC SOUTH PERMIAN MIDSTREAM LLC; [945219] WTG SOUTH PERMIAN MIDSTREAM LLC"
CH4_1B2_250m_-101.63211_32.38669?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,552.075008024303,552.08,1,2025-01-01,2025-01-01,32.38669,-101.63211,227-37521,SCOUT ENERGY MANAGEMENT LLC,760218,0.35,5,5,72.5,"[195959] DCP OPERATING COMPANY, LP; [195918] DCP MIDSTREAM, LP"
CH4_1B2_250m_-101.67647_32.27605?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,347.0635503403419,347.06,1,2025-01-01,2025-01-01,32.27605,-101.67647,227-37371,SCOUT ENERGY MANAGEMENT LLC,760218,0.21,6,4,61.7,"[195959] DCP OPERATING COMPANY, LP; [195918] DCP MIDSTREAM, LP"
CH4_1B2_250m_-101.75480_32.42265?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,201.38150055792303,402.76,1,2025-01-01,2025-01-01,32.42265,-101.7548,317-38112,DIAMONDBACK E&P LLC,217012,0.31,3,3,75.1,"[195918] DCP MIDSTREAM, LP; [195959] DCP OPERATING COMPANY, LP; [601188] NAVITAS MDSTR MIDLAND BASIN, LLC; [253368] ENTERPRISE PRODUCTS OPERATINGLLC; [100348] ENT NAVITAS MDSTRM MDLND BAS LLC"
CH4_1B2_250m_-101.78209_32.32743?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,181.00793847676343,362.02,1,2025-01-01,2025-01-01,32.32743,-101.78209,317-41761,DIAMONDBACK E&P LLC,217012,0.22,6,6,77.6,"[945227] WTG GAS PROCESSING, L.P."
CH4_1B2_250m_-101.96176_31.81086?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,154.30353449246104,462.91,1,2025-01-01,2025-01-01,31.81086,-101.96176,329-34948,"PIONEER NATURAL RES. USA, INC.",665748,0.12,7,7,84.7,"[836041] TARGA PL MID-CONT WESTTEX LLC; [36586] ATLAS PL MID-CONT. WESTTEX, LLC; [913450] WGR, INC."
CH4_1B2_250m_-101.77713_32.20782?bbox=-106.65&bbox=25.84&bbox=-93.51&bbox=36.5&datetime=2025-01-01T00%3A00%3A00Z%2F..&plume_gas=CH4,96.70568337968795,386.82,1,2025-01-01,2025-01-01,32.20782,-101.77713,317-40742,"CIVITAS PERMIAN OPERATING, LLC",101577,0.05,14,13,82.9,"[836041] TARGA PL MID-CONT WESTTEX LLC; [195959] DCP OPERATING COMPANY, LP"
